4,1
3,1
4,1
8,4
4,1
10,1
3,0
4,0
116,7
6,0
1,0
6,2
3,0
5,2
7,2
10,2
7,1
9,3
5,2
32,4
10,3
6,1
3,0
7,3
74,7
13,1
10,0
8,2
5,1
5,0
3,0
5,2
1,0
10,0
14,2
4,2
4,0
10,1
8,0
8,0
10,2
9,1
17,5
13,1
18,1
10,3
17,0
5,3
7,0
10,0
7,1
10,0
19,0
11,2
72,8
4,1
4,1
2,1
5,0
6,1
5,0
10,1
26,0
8,2
4,2
4,1
15,1
8,1
7,0
11,0
11,2
23,4
19,5
6,3
13,3
6,1
5,1
8,0
33,13
4,0
1,0
11,2
18,1
3,1
2,0
59,5
17,2
5,2
19,5
13,3
10,2
7,1
22,5
8,3
10,0
6,1
33,0
5,0
5,0
10,1
12,1
5,2
9,2
35,4
2,0
4,1
15,2
5,1
9,2
17,2
3,0
5,0
10,2
81,1
7,0
14,0
6,0
13,1
10,2
7,2
16,2
12,2
6,2
2,0
11,2
4,2
10,0
1,0
6,1
17,1
5,1
3,1
13,2
26,3
17,0
7,1
3,1
10,0
10,4
23,1
7,0
8,0
3,0
4,0
14,0
5,0
72,3
7,0
4,1
15,0
15,2
3,0
16,3
7,0
11,1
4,1
2,0
9,2
2,0
2,0
3,0
3,1
9,4
21,0
18,0
3,0
4,2
18,2
6,0
4,3
14,2
8,1
6,2
13,2
7,3
9,2
5,1
5,1
2,0
13,1
3,1
12,4
12,2
4,1
12,2
19,2
8,0
2,0
4,1
8,1
4,1
9,3
1,0
5,1
6,1
12,1
2,0
15,1
20,3
11,1
9,1
17,0
8,1
21,1
6,2
10,0
7,0
26,2
9,4
10,1
15,0
11,1
24,2
11,1
24,4
13,8
8,0
16,1
11,2
17,4
6,1
26,3
5,0
13,0
5,1
8,0
11,1
24,3
8,0
9,2
7,0
9,1
6,1
5,2
12,1
8,0
19,0
4,1
12,0
9,1
20,2
3,0
7,2
9,0
19,1
3,0
13,1
9,2
10,3
12,1
15,3
7,3
3,0
3,1
10,1
7,0
11,1
9,0
6,1
4,2
8,0
10,3
9,0
5,1
7,3
35,6
49,7
3,1
3,0
2,0
6,1
7,0
7,1
9,1
6,0
4,0
7,0
8,3
3,0
24,2
6,3
7,0
11,2
11,0
1,0
5,0
5,0
10,3
10,0
28,2
17,4
19,1
7,1
8,1
7,0
3,0
15,3
8,1
11,2
10,2
14,0
4,1
3,0
114,5
2,0
7,0
17,1
2,0
5,0
6,1
15,1
6,3
3,0
8,1
12,2
3,0
12,0
4,1
8,3
4,1
4,0
10,2
1,0
12,3
2,1
28,3
2,0
23,4
2,0
8,1
4,3
5,2
6,1
7,2
45,7
8,0
9,1
6,2
10,1
21,2
124,9
6,2
2,0
3,1
5,2
14,2
8,0
2,0
6,1
6,1
7,1
7,0
7,1
10,2
7,0
6,0
7,0
14,3
8,0
18,2
3,0
8,0
4,2
3,2
2,1
6,0
20,5
5,1
1,0
7,1
8,3
7,1
2,0
17,1
51,7
3,0
6,0
6,1
20,1
19,7
9,2
3,1
8,1
21,2
5,1
41,3
3,2
6,1
4,1
15,1
3,0
3,1
10,1
6,1
5,2
16,2
6,0
13,3
3,0
7,0
10,1
17,2
4,2
4,3
8,0
8,1
8,2
9,4
5,1
14,1
5,0
8,1
18,1
3,0
7,2
6,0
13,2
5,0
30,1
24,3
7,2
7,0
21,1
6,0
11,2
18,0
6,0
20,2
13,0
4,1
7,1
18,2
10,0
2,1
11,1
4,1
13,0
19,1
6,1
8,0
7,0
5,2
6,3
10,2
1,0
4,0
10,0
8,0
8,0
25,2
8,1
7,0
4,0
4,0
11,0
2,0
21,3
31,1
4,0
17,2
5,1
15,0
9,0
5,0
3,1
10,1
10,0
7,1
4,0
7,0
4,1
4,0
11,1
7,1
14,1
10,4
13,1
6,0
33,4
4,0
6,1
5,3
21,4
4,1
3,1
9,0
10,0
3,0
4,1
15,1
23,2
13,2
15,0
8,1
7,0
5,2
6,0
5,0
3,0
3,1
12,0
6,3
21,3
6,2
2,0
4,1
4,1
8,0
13,0
14,1
6,3
6,2
44,1
12,2
9,0
5,0
17,1
2,0
3,1
3,2
6,0
20,3
5,1
5,2
13,1
17,1
19,2
3,1
9,1
2,0
10,0
5,1
3,0
4,1
10,1
33,2
15,1
3,0
3,0
7,2
7,1
4,1
2,1
5,0
9,1
3,0
6,2
2,0
8,2
6,2
2,0
12,1
5,2
7,0
1,0
12,0
3,1
45,6
2,0
1,0
9,0
8,1
3,0
5,0
11,1
19,2
3,0
2,0
79,8
7,1
8,0
7,1
14,2
9,2
8,0
2,0
6,1
10,3
10,1
8,0
20,7
12,0
6,2
10,0
10,3
10,0
2,0
2,0
4,1
4,0
6,0
12,2
3,0
4,1
4,1
3,1
17,3
5,2
3,0
5,0
5,2
14,2
17,2
2,0
7,2
5,1
16,1
3,1
7,0
15,4
4,1
4,1
11,3
4,1
2,0
4,1
15,0
13,0
6,1
4,1
8,2
9,2
9,2
7,2
12,4
5,1
152,10
12,3
3,0
1,0
1,0
2,0
7,3
30,5
6,2
25,0
9,0
142,2
5,1
2,0
3,1
5,1
3,0
11,0
3,1
9,3
17,5
2,1
3,2
7,1
29,5
8,3
2,0
45,2
5,1
3,0
7,1
17,1
2,0
6,1
3,0
3,0
8,1
10,2
16,9
10,2
6,1
7,1
8,0
6,3
11,0
4,2
6,0
5,0
17,1
13,1
1,0
2,0
3,1
3,0
4,1
5,1
82,11
2,0
5,0
6,0
3,1
10,2
4,1
3,0
21,2
2,1
8,0
4,2
2,1
3,1
8,3
4,0
17,0
3,1
19,1
6,1
33,3
4,1
13,0
10,3
4,1
4,1
10,1
9,0
6,1
5,0
6,0
27,4
11,2
1,0
17,1
6,0
4,1
58,8
6,1
2,1
3,1
103,14
2,0
1,0
2,0
3,0
1,0
18,3
3,0
1,1
17,2
1,0
3,0
6,2
4,3
6,1
19,2
18,4
6,1
3,0
9,0
33,4
3,0
5,1
17,2
4,1
6,1
10,1
1,0
3,1
7,0
8,2
4,0
15,1
2,1
2,1
9,1
6,0
6,3
3,1
15,2
5,2
2,0
11,0
4,0
9,1
20,3
9,1
15,2
5,0
6,1
36,5
10,4
7,0
31,3
14,3
1,0
5,2
2,0
1,1
7,4
15,1
6,2
6,2
8,3
7,2
14,1
41,7
4,3
3,0
5,1
29,1
9,1
6,0
3,0
4,1
7,3
9,1
37,3
60,6
3,1
7,2
10,3
1,0
26,1
1,0
15,3
7,1
3,2
4,1
1,0
20,4
4,1
19,5
3,1
7,1
4,2
4,1
2,0
22,2
12,0
4,1
48,3
5,1
5,0
2,1
17,2
1,0
5,1
4,2
10,4
14,3
4,1
6,1
18,1
3,0
29,1
3,0
10,2
5,2
1,0
2,0
3,2
10,0
1,0
6,1
16,1
3,1
1,0
6,2
6,1
8,0
4,1
11,4
5,2
82,12
10,1
5,0
5,2
3,0
6,0
55,12
3,0
10,2
6,0
14,0
6,1
15,1
3,1
18,2
2,0
3,1
2,0
21,5
22,5
2,0
1,0
28,4
6,0
4,0
10,2
9,0
4,1
6,1
14,2
7,0
117,12
10,0
3,1
7,2
6,1
59,5
41,5
2,0
4,1
6,0
3,0
4,1
22,9
4,1
51,7
5,0
22,6
9,1
10,2
8,1
5,0
25,5
7,1
3,0
10,1
12,3
8,2
7,1
14,4
12,5
16,2
13,4
71,14
4,1
10,1
6,3
6,2
13,4
2,1
22,3
2,0
11,6
1,0
11,3
17,1
36,5
10,3
23,5
11,1
23,1
4,2
27,2
9,3
3,0
17,0
10,2
2,0
7,1
1,0
51,6
4,0
6,1
3,0
4,0
1,0
11,2
5,1
4,0
13,1
22,2
2,1
31,3
7,0
11,3
7,3
6,0
2,0
3,0
20,2
6,0
4,0
24,3
2,0
52,10
3,0
7,0
15,2
6,0
6,0
2,1
7,1
13,2
2,0
1,0
1,0
3,0
5,0
18,1
5,0
3,0
16,2
4,1
5,0
4,0
9,0
14,3
7,0
5,0
11,0
10,2
6,1
289,43
353,45
12,0
28,4
57,3
4,0
7,1
16,1
8,0
11,1
2,0
5,1
13,2
6,1
9,0
14,0
11,1
2,0
538,88
4,0
3,0
3,0
3,0
5,1
4,1
5,1
3,0
6,2
12,2
7,0
3,0
3,0
10,1
6,0
4,0
4,1
6,2
10,1
3,0
3,0
4,2
5,3
4,1
331,39
5,1
4,0
146,14
5,0
4,1
5,1
4,1
5,2
19,0
6,1
6,1
5,1
5,0
4,4
21,1
3,0
9,0
8,1
100,12
8,0
3,0
5,0
8,1
7,0
5,0
30,2
17,2
56,3
3,0
5,1
18,0
9,0
4,1
4,1
4,1
2,0
13,0
3,1
182,18
6,0
12,1
4,0
3,0
10,0
9,2
7,0
13,0
3,0
16,2
52,7
2,0
9,2
5,0
7,1
8,0
4,1
13,1
6,0
3,0
18,4
35,6
8,0
3,1
19,2
5,0
22,2
14,2
10,0
11,1
154,18
2,0
3,0
5,2
2,0
3,1
8,1
2,0
13,0
30,2
6,0
3,0
15,1
4,1
3,1
9,1
5,2
11,2
3,1
26,2
5,1
12,1
4,2
4,1
3,1
5,2
7,2
9,2
322,33
4,2
18,1
12,2
4,0
4,1
11,1
3,0
2,0
4,1
16,4
5,1
8,0
9,1
6,1
6,0
8,0
2,0
19,3
5,0
58,12
37,8
26,3
4,1
57,4
5,1
4,0
3,0
66,5
4,1
6,1
5,1
2,0
333,69
2,0
132,11
5,0
2,0
3,0
4,0
7,0
5,0
5,2
4,1
4,0
5,0
3,0
13,2
3,0
3,0
4,0
11,0
3,0
14,2
10,3
5,1
12,2
4,1
36,2
2,0
2,0
22,1
7,0
19,1
3,0
13,2
73,9
16,1
9,2
9,3
9,1
27,4
10,3
23,7
7,0
7,2
10,2
7,0
23,2
8,1
15,2
4,1
7,1
7,2
27,5
5,2
8,0
8,2
18,3
5,0
5,2
7,3
14,2
8,3
76,7
3,1
6,0
8,2
10,4
6,0
4,1
3,0
4,2
4,1
5,0
4,0
325,29
8,1
5,0
4,1
2,0
7,1
9,0
6,1
3,0
5,0
3,0
3,0
7,1
7,0
3,1
4,1
4,0
6,2
2012,320
5,1
11,2
6,0
2,0
4,0
6,1
13,2
6,2
6,1
2,0
7,0
5,0
3,0
8,1
8,0
5,0
4,1
17,0
4,1
20,2
5,0
4,0
3,0
3,0
4,1
9,1
2,1
3,0
7,0
3,0
2,0
3,0
49,10
3,0
42,5
3,1
129,10
3,0
6,0
10,0
114,12
5,1
8,1
46,5
7,0
3,0
6,0
76,8
6,0
6,1
7,0
39,5
12,0
10,1
5,2
3,1
3,0
4,1
